1e-06	152400	3308	-nan(ind)	16	152400	144824	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	144824	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	157295	-nan(ind)	16	0
4.73593	152400	3308	-nan(ind)	16	152400	3983	1.48192	16	0
4.73593	152400	3308	-nan(ind)	16	152400	3983	1.48192	16	0
4.73593	152400	3308	-nan(ind)	16	152400	3983	1.48192	16	0
4.73593	152400	3308	-nan(ind)	16	152400	3983	1.48192	16	0
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	7228	4.48261	0	152400	3983	1.48192	16	0
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
2.01898	152400	3983	1.48192	16	152400	7228	4.48261	0	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	144824	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	157295	-nan(ind)	16	0
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	144824	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	77266	0.273763	0.182797	152400	118753	0.273763	0.182797	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	118753	0.273763	0.182797	152400	118753	0.273763	0.182797	0
1e-06	152400	118753	0.273763	0.182797	152400	77266	0.273763	0.182797	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	157295	-nan(ind)	16	0
1e-06	152400	118753	0.273763	0.182797	152400	77266	0.273763	0.182797	1
1e-06	152400	3308	-nan(ind)	16	152400	157295	-nan(ind)	16	0
1e-06	152400	118753	0.273763	0.182797	152400	118753	0.273763	0.182797	0
1e-06	152400	118753	0.273763	0.182797	152400	77266	0.273763	0.182797	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	157295	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	157295	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	144824	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	3308	-nan(ind)	16	152400	143088	-nan(ind)	16	0
1e-06	152400	3308	-nan(ind)	16	152400	172995	-nan(ind)	16	0
1e-06	152400	144824	-nan(ind)	16	152400	3308	-nan(ind)	16	1
1e-06	152400	144824	-nan(ind)	16	152400	3308	-nan(ind)	16	1
